WDPAID,NAME,HF_1993,HF_2009,Change_HF_1993_2009,Tree_area_2000,Loss_area_2001,Loss_area_2002,Loss_area_2003,Loss_area_2004,Loss_area_2005,Loss_area_2006,Loss_area_2007,Loss_area_2008,Loss_area_2009,Loss_area_2010,Loss_area_2011,Loss_area_2012,Forest_loss_2001_to_2012,Forest_gain_2001_to_2012,percent_forest_loss_2001_to_2012
124389,Okapi Wildlife Reserve,2.5063,3.4489,0.9433,13842.14165,4.186508956,5.491178106,1.35941195,3.595945987,5.945538845,3.457819038,12.04777358,2.548759608,7.520317182,3.443693259,7.41712821,1.916891339,58.93096606,15.65609488,0.425735898
145579,Macquarie Island,0.0000,no data,no data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145580,The Sundarbans,9.9728,10.2412,0.2736,92.18972175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145583,Morne Trois Pitons National Park,17.7221,10.9165,-6.7647,56.81727162,0.01242972,0,0,0.02002305,0.008697616,0.012568967,0,0.076507423,0.062827082,0.140563114,0.05854612,0.057711907,0.449874999,0,0.791792683
145585,Mount Kenya National Park/Natural Forest,3.1931,2.9267,-0.2749,996.6682367,0.229570749,0.154047933,1.360256507,0.044626752,0.026032394,0.001859466,0.239154481,0.23271752,0,0.660678184,0.134309804,0.061219027,3.144472818,2.975134664,0.315498448
145586,Lake Turkana National Parks,2.6772,3.7663,0.9762,0.050091412,0,0,0,0,0,0,0,0,1.43E-04,0,0,0,1.43E-04,0,0.284870557
145590,Pyrenees - Mont Perdu,4.1998,6.1282,1.9197,34.93067106,0.017036698,0,0.003276188,0,0,0,0,0,0.009723063,0,0,0,0.030035949,0.084733016,0.085987323
168241,Golden Mountains of Altai,1.9703,2.8663,0.8922,3767.769379,45.81456998,17.67352051,0.521271075,5.996403424,2.283739493,1.623637787,2.190541328,2.616497916,2.553932348,6.121647657,0.320721093,10.26655666,97.98303927,2.124345354,2.600558299
168242,East Rennell,1.8067,2.6597,0.8529,143.3874273,0,0,0,0,0,0,0,0.898410574,1.25484664,0,0.81242574,0,2.965682954,11.58913618,2.068300554
198291,Peninsula Valdes,6.9907,8.1047,1.0457,0.014994586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198292,Discovery Coast Atlantic Forest Reserves,5.4092,6.5703,1.1658,4131.935897,2.053300621,1.76290391,1.527598339,2.100123146,2.491365729,2.00604282,1.829439153,1.381145211,0.455071885,1.225543729,0.929901679,0.811848053,18.57428427,2.233798308,0.449529827
198293,Atlantic Forest Southeast Reserves,5.2550,5.4853,0.2275,740.0622081,0.084111561,0.039777588,0.332852982,0.194289278,0.277751367,0.25370607,0.292964706,0.816387596,1.353694379,0.378423784,2.147838068,1.000012619,7.171809998,1.85509697,0.969082047
198295,Mount Wuyi,7.8902,7.7074,-0.1814,646.2143309,0.163571606,0.339056503,0.188680266,0.561757993,0.082222198,0.145144777,0.60142152,0.133356214,0.4336079,1.009491739,0.537850952,0.083469193,4.279630862,2.361544846,0.662261831
198296,Area de Conservacion Guanacaste,11.5571,9.7604,-1.8032,18310.29815,2.530178781,3.218433946,1.86141684,3.737309711,2.439009927,5.053479442,4.420809923,3.620369643,6.138142127,3.932648074,2.326762915,4.061199224,43.33976055,8.75823546,0.236696094
198297,Desembarco del Granma National Park,12.2164,12.0229,-0.2353,199.1777153,0.083124249,0.010775573,0.055102678,0.883444726,2.374355078,0.015089474,0.094047354,0.083539814,0.946707739,0.025863345,0.077330265,0.499995997,5.149376292,1.118007544,2.585317481
198298,Lorentz National Park,1.0708,2.5584,1.4659,1099.767381,5.26143339,1.650607671,0.781668449,0.738064786,0.833259113,0.731393311,2.305954072,0.739596526,1.090179812,3.308040352,0.780448603,0.942886807,19.16353289,5.946112547,1.742507844
198299,Puerto-Princesa Subterranean River National Park,9.1018,11.6816,2.5574,52.73043959,0.031835423,0.025776794,0.036201602,0.086912796,0,0.025917148,0.009014972,0.012114895,0.02394574,0.023805774,0.037609031,0.00746616,0.320600333,0.084513575,0.607998598
198300,Laurisilva of Madeira,12.1747,11.3334,-0.8904,35.0441568,0,0,0.017623015,0.014245185,0.033796266,0,0.005071078,0.02028009,0,0.085352918,0.155960733,0.11701568,0.449344964,0.205287178,1.282225071
198301,Western Caucasus,5.6052,9.3887,3.7902,1581.302519,0.28061644,0.444365941,0.359250338,0.543790312,0.478515523,0.41716886,0.66269189,0.210080403,0.018556469,0.157134954,0.067668248,0.247893299,3.887732677,0.571343613,0.245856351
198302,iSimangaliso Wetland Park,6.8643,6.9226,0.0477,426.359252,1.395381924,2.933714781,3.465440747,9.226594069,0.335335274,0.906007252,0.317288604,0.115358252,0.279038283,0.410754146,0.145128957,0.093625488,19.62366778,1.924183375,4.602613332
220291,Ischigualasto / Talampaya Natural Parks,0.9768,1.4245,0.4476,0.709450819,0,0,0,0,0,3.73E-04,0,0,0,0,0,0,3.73E-04,0,0.052580676
220292,Kinabalu Park,8.8053,5.7625,-3.0480,706.7229138,0.173801351,0.197856642,0.012945769,0.12459357,0.015497076,0.326524989,0.116902764,0.16767699,0.154868654,0.295710656,0.177893669,0.509773869,2.274046,0.48352148,0.321773351
220293,Gunung Mulu National Park,6.0562,3.3130,-2.7276,500.6087222,0.025113465,0.025539198,0.072338972,0,0.013554566,0.027533751,0.067633718,0.048229227,0.090883121,0.013409855,0.031961687,0.109725185,0.525922746,0.370951849,0.105056649
220294,Greater Blue Mountains Area,4.0799,4.2133,0.1365,7551.712057,0.121696405,0.41802759,1.49923859,0.330018609,0.294948666,0.564173492,1.18613465,0.460164873,0.848865219,1.639829301,0.493026538,2.132582706,9.98870664,1.918053512,0.132270756
220295,Noel Kempff Mercado National Park,0.7545,1.9991,1.1635,13511.25878,0.603151244,2.678512575,0.697028007,4.760231287,4.980989178,1.314680392,1.329464479,2.378180725,1.090039871,4.312670881,8.90019009,24.8257538,57.87089253,5.013175544,0.428316069
220296,Central Amazon Conservation Complex,0.2717,0.7200,0.3982,48699.63277,3.558105356,3.800876244,5.352832289,1.788491641,3.255061135,3.644968365,3.760200909,2.77594254,8.603794953,5.132009608,2.56070421,7.64281307,51.87580032,9.490811176,0.106521954
220297,Pantanal Conservation Complex,1.3330,1.2899,-0.0406,964.649157,0.719266884,0.186861218,0.279100691,0.188922735,0.273298966,0.103179457,0.344345376,0.255179663,0.240780142,0.36463161,0.69584895,0.980334038,4.63174973,0.61408346,0.480148632
220298,Central Suriname Nature Reserve,0.0466,0.1898,0.1079,16015.85029,0.285078426,0.486581755,0.32570412,1.335124179,0.099125469,0.261974047,0.430027872,0.457459698,0.40527665,0.438023324,0.873607149,5.017037748,10.41502044,0.099909296,0.065029457
478637,Goreme National Park and the Rock Sites of Cappadocia,22.0029,18.8162,-3.3077,0.099158791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478638,The Wadden Sea,12.0396,12.0775,0.0813,16.68467441,0.008292307,0,0.002221546,0,7.43E-04,0.019343377,0,0,0.013372779,0.055313296,0,0.003240532,0.102527326,0.494992834,0.614500008
478640,Hierapolis-Pamukkale,23.5175,17.0175,-6.5000,0.094902973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478641,The Dolomites,6.5183,8.7552,2.2348,287.0589686,0.044710003,0.061690681,0.048714919,0.077663302,0.071965912,0.032045543,0.014721358,0.05065963,0.092049581,0.06580222,0.074612172,0.049494737,0.684130059,0.149006858,0.238323875
478642,High Coast / Kvarken Archipelago,12.2981,11.1108,-1.2131,591.5834123,2.214475391,2.069307709,1.849625528,5.124435124,4.855185351,3.854651607,4.70372645,4.640649039,4.758114952,3.797031164,3.59987269,4.861664367,46.32873937,29.43130506,7.831311428
900006,Maloti-Drakensberg Park,6.0673,5.2175,-0.8297,310.8045828,0.388913638,0.079096817,0.082115728,0.083865053,0.224458569,0.327259989,0.01276586,0.82080222,0.379479649,0.09435316,0.174651249,0.029150752,2.696912685,4.711362124,0.867719729
900008,Isole Eolie (Aeolian Islands),15.2563,12.9496,-2.4091,12.69641427,0,0.001238702,0,0,0,0,0.004609369,0.001573843,0,0,0.007212649,0,0.014634563,0.303624901,0.115265323
900010,Uluru-Kata Tjuta National Park,1.7954,1.7943,0.0000,0.058445283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012958208,0
900628,Alejandro de Humboldt National Park,8.1081,8.0648,-0.0491,618.7856536,0.025371957,0.069814736,0.025501478,0.064406639,0.087905574,0.013288388,0.026045442,0.235195067,0.062691342,0.043622752,0.040939669,0.077706671,0.772489715,0.134187154,0.124839629
900629,Central Sikhote-Alin,1.8325,1.2175,-0.6120,3172.894136,0.486869746,0.064587216,1.930186385,1.029532575,0.90542055,0.082516382,0.646403871,0.169057162,0.231194504,0.086775633,0.46927697,0.459196398,6.561017391,16.0692177,0.206783369
900630,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,3.8462,3.5865,-0.2617,537.9969751,0.219759125,0.181841491,0.320562546,1.626828015,0.542784834,0.136104893,0.926534218,0.195727428,0.220895456,0.500961631,0.214610631,0.199765033,5.286375302,0.19449398,0.982603165
900632,Dorset and East Devon Coast,23.9315,23.0813,-0.0909,1.022886627,0,0,0,0,0,0,0,0,0,4.57E-04,0,9.15E-04,0.001372525,0.009126454,0.134181556
900633,Swiss Alps Jungfrau-Aletsch,5.8052,6.3775,0.5995,52.26990547,0,0.00507209,0.036128091,0.00934366,9.90E-04,0.023663024,0.003073021,0.00605376,0.004863208,0.012826778,0.009346397,0.011115603,0.122475623,0.03971516,0.23431384
900878,Purnululu National Park,0.3075,0.3071,0.0000,1.632191615,0,0,0,0,0,0.001500709,0,0,1.37E-04,0,0,0,0.001637373,0.027348753,0.100317455
900879,Monte San Giorgio,31.7617,32.8617,1.1000,9.153091843,0,0,0,0.006413596,0,0,0,0,0,0,0,0,0.006413596,0,0.070070264
900880,Uvs Nuur Basin,3.2141,3.4675,0.2526,152.1424823,0.72090952,32.20906017,2.449502782,15.72062573,0.8288957,4.439128988,0.013855875,0.100298389,0.122689169,0.440415564,0.004866477,2.751562806,59.80181117,0.092577803,39.3064516
900881,Three Parallel Rivers of Yunnan Protected Areas,5.4410,7.1801,1.6515,8070.848111,0.797541456,2.66132958,0.839456333,3.979530822,2.856504847,11.1953728,3.033890354,1.972074748,4.136355372,4.180446087,1.644049104,2.849624772,40.14617628,15.24574017,0.497422027
900883,Phong Nha-Ke Bang National Park,2.8386,2.7588,-0.0544,776.5713061,0.234471415,0.40209926,0.059413714,0.045487221,0.034568545,0.024050498,0.019131177,0,0.298743315,0.480561947,0.080758683,0.178654431,1.857940207,0.532531992,0.239249145
900889,Ha Long Bay,0.0000,0.0000,0.0000,16.33129495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902335,Tropical Rainforest Heritage of Sumatra,4.6249,5.4915,0.8394,24036.87687,35.65438595,28.42075611,28.69621657,46.67898618,33.70350704,41.73297237,33.08104318,51.02354586,61.78894758,47.06454594,33.12720097,38.21897927,479.191087,71.67467163,1.993566343
902347,Cape Floral Region Protected Areas,5.6397,6.0526,0.4379,721.1411489,0.618295032,1.704643172,0.521218963,0.501309169,0.691261672,1.246703343,4.140506543,1.163172634,2.064716581,1.337803425,1.49621591,0.548871569,16.03471801,7.373669533,2.223520047
902356,Natural System of Wrangel Island Reserve,0.5229,0.5240,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902356,Natural System of Wrangel Island Reserve,0.5229,0.5240,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902367,Pitons Management Area,17.2716,21.1555,3.6429,13.23846625,0,0,0,0.012926884,0.009173707,0.03794492,0,0.013342484,0,0.013482386,0.026410476,0,0.113280857,0,0.855694725
902368,St Kilda,4.8750,8.3750,3.5000,1.154865217,0,0.001690048,0,0,0,0,0,1.54E-04,0,0,0,0,0.001843844,0.238432362,0.159658826
902373,Ilulissat Icefjord,0.0100,0.4214,0.3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902479,Coiba National Park and its Special Zone of Marine Protection,2.0080,4.7502,2.2698,498.3987326,0,0.013333868,0,0.024257134,0,0.013758767,0.040994391,0.027945388,0.028090698,0,0.040709509,0,0.189089756,0.397191085,0.037939454
902480,Dong Phayayen-Khao Yai Forest Complex,6.4008,6.4655,0.0593,4561.976417,0.26456054,0.195997995,2.120462301,1.241863278,1.044683078,1.500049138,0.924440154,0.568648759,1.08881196,2.58831028,0.964155153,1.001665989,13.50364863,22.34968401,0.29600435
902481,Islands and Protected Areas of the Gulf of California,5.7178,5.9756,0.2547,17.22304676,0,8.52E-04,0,0,0,0,0,0,0,0,0,0.002695582,0.003547632,0,0.020598169
902482,Shiretoko,13.4287,10.2283,-3.1806,409.1375578,0,0,0,0,0,0,0.022237088,0.027244088,0,0,0.006084944,0,0.05556612,0.434097215,0.013581281
902483,Vredefort Dome,12.1700,12.3289,0.1761,27.38485991,0,0,0,0,0.010744359,0.002046218,0,0.004477144,0.003325267,0,0,0,0.020592988,0.012787424,0.075198443
902487,Wadi Al-Hitan (Whale Valley),0.0556,0.0622,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902489,West Norwegian Fjords - Geirangerfjord and Naeroyfjord,5.4920,5.3176,-0.1780,174.6283284,0.011105923,0.036513842,3.51E-04,0.035272563,4.04E-04,0.023781704,0,0.007036708,0.029667159,0.036041145,0.008981954,0.041506273,0.230662993,0.156505333,0.132087958
902902,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",5.9886,6.4876,0.4840,4488.876124,0.394213238,1.542723251,0.809812508,0.781479155,2.518951005,1.157335763,1.149465298,16.50102699,1.66919894,0.582020844,2.814163201,2.07821122,31.99860141,3.849019228,0.712842158
903062,Rainforests of the Atsinanana,4.6365,5.3184,0.6381,4258.339789,2.077000498,2.368301621,1.483518982,2.693580668,1.820725619,1.823351751,5.693826345,2.166864748,3.319143184,2.32022584,6.763627783,3.033765588,35.56393262,7.974768932,0.835159578
903129,Ecosystem and Relict Cultural Landscape of Lop├®-Okanda,2.3828,3.2135,0.8381,4291.164594,0.78424143,1.945800677,1.191747292,1.25936025,0.970184807,1.142533446,2.433998663,0.593011811,0.84287888,1.800092554,0.984060611,2.244511676,16.1924221,6.536650624,0.3773433
903130,Jeju Volcanic Island and Lava Tubes,10.1250,10.7053,0.4301,59.10341707,0,0,0,0.010911925,0,0.024223298,0,0.101331377,0,0,0,0.252598712,0.389065312,0.803426854,0.65827888
903131,South China Karst,10.8903,11.0786,0.1816,463.1787592,0.217735703,0.230638065,0.11984079,0.21170776,0.160904208,0.217591217,0.417122116,0.50717117,0.382825762,0.294342197,0.22614758,0.974359667,3.960386237,2.166218056,0.855044874
903132,Teide National Park,10.8090,10.9592,0.0984,0.088462755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903133,Joggins Fossil Cliffs,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903135,Monarch Butterfly Biosphere Reserve,7.4956,8.1014,0.6515,95.90501266,1.71721614,0.027922441,0.126217662,0.161261798,0.157014067,0.175007081,0.327882278,0.103312972,0.191323653,0.075750183,0.119628602,0.019993454,3.202530331,0.391516062,3.339273143
903136,Mount Sanqingshan National Park,11.0294,11.2191,0.1780,176.5443344,0.026248367,0.033268269,0.358152413,0.122709921,0.123787208,0.124156886,0.031395717,0.247270068,0.382839155,0,0.17843372,0.038569107,1.66683083,0.263808563,0.944142918
903137,Saryarka ÔÇô Steppe and Lakes of Northern Kazakhstan,3.7328,4.7363,1.0058,52.14098398,0,0,0.003674254,0.069827624,0.013963048,0.030371099,0.042716112,0.017383881,0.012250663,0.010209254,0.031670835,0.005602512,0.237669283,0.696980187,0.45582048
903139,Surtsey,0.0000,no data,no data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903140,Swiss Tectonic Arena Sardona,7.1433,11.4062,4.2262,68.95582844,0,0.008737589,0,0.009424983,0,0.033916244,0.020621504,0.050309725,4.92E-04,0,0.013172779,2.94E-04,0.136969196,0.176801359,0.198633239
903141,Primeval Beech Forests of the Carpathians and the Ancient Beech Forests of Germany,7.4956,7.6912,0.1472,250.8877273,0.097011209,0.008636679,0.072878422,0.073554027,0.087528885,0.057293106,0.173995831,0.054665797,0.023236337,0.289230825,0.049333732,0.024258447,1.011623297,0.13185708,0.40321753
555512000,Central Highlands of Sri Lanka,15.8007,9.6220,-6.1332,455.392007,0.012218374,0.068601041,0.007956133,0.045390999,0.053243812,0.045021553,0.054695392,0.03649244,0.046022273,0.075856665,0.141629694,0.058935328,0.646063704,0.794965834,0.141869794
555512003,Putorana Plateau,0.0000,0.0000,0.0000,733.3353303,0.002258114,0.010133773,0.02542668,0.027816112,0.016292197,0.006999815,0.033104485,0.033965819,0.195093358,0.201458616,0.053683602,0.091548665,0.697781236,0.318150067,0.095151728
555512005,China Danxia,11.5049,9.5403,-1.9126,548.2746416,0.242861606,0.116168062,0.111257272,0.298613816,0.215109243,0.064696485,0.400435724,0.557415438,0.484733698,0.385726491,0.4071775,0.361336134,3.645531469,2.645836476,0.664909735
555512006,"Pitons, cirques and remparts of Reunion Island",10.2863,11.6221,1.3312,641.0879549,0.0730496,0.550920365,0.022460803,0,0.790354775,2.528684411,0,0.036749579,0.433233753,0.41541454,0.873981363,0.380977618,6.105826806,2.031438029,0.952416398
555542337,Wadi Rum Protected Area,4.3071,5.2856,0.9823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555542338,Ningaloo Coast,5.0465,5.0852,0.0014,1.179962937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555542339,Kenya Lake System in the Great Rift Valley,8.8358,10.5057,1.6505,44.53423554,0,0.056354733,0.001001224,0.061360876,2.86E-04,0,0.075950321,0.807706014,0.012872917,0.001573353,0.194095741,0.016019719,1.227220965,0.24315596,2.755679873
555547987,Lakes of Ounianga,2.6647,2.6586,0.0000,0.007316156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555547988,Sangha Trinational,0.9281,1.9590,1.0159,7364.194207,0.255548087,0.134915123,0.013434415,0.038018952,0.051444242,0.277686335,0.235094292,0.055165664,0.300666022,4.484871053,0.392153816,0.536085213,6.775083214,1.043230703,0.092000333
555547989,Chengjiang Fossil Site,24.4549,28.7049,4.2500,0.874868722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555547990,Western Ghats,10.3557,9.3201,-1.0330,4896.59224,2.090697469,1.203986056,2.151528589,1.163689395,1.213472378,2.611069678,4.648533985,1.835893203,0.810852071,0.383812789,1.515635595,1.388064552,21.01723576,13.67130954,0.429221686
555547991,Lena Pillars Nature Park,1.6729,1.3082,-0.3656,6688.939029,48.42014688,103.2261988,304.961972,66.57384765,10.25398143,7.60919855,15.31504543,37.93318014,24.72381536,7.26027446,52.31526766,63.42745853,742.0203869,59.00786241,11.09324489
555556045,Xinjiang Tianshan,4.7220,5.0430,0.3228,209.8113211,0.008438237,0.124905278,0.05615391,0.026887282,0.411741555,0.060829923,0.022036998,0.025037761,0.119374373,0.204095746,0.029619946,0.069241401,1.15836241,0.348004327,0.552097191
555556046,El Pinacate and Gran Desierto de Altar Biosphere Reserve,3.6231,4.0899,0.4667,0.033788833,0,0,0,0,0,0,0,0,0,1.22E-04,0,0,1.22E-04,0,0.361031125
555556047,Mount Etna,11.4989,9.9359,-1.5685,75.36529114,0,0.004658573,0,0.026819791,0,0,0.055336631,0.016704644,0.103588382,0.024667492,0.008863092,6.82E-04,0.241320732,0.102321247,0.320201419
555556048,Namib Sand Sea,1.7977,1.7979,0.0012,0.037425512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555556049,Tajik National Park (Mountains of the Pamirs),1.5903,1.7555,0.1571,1.597216307,0,0,0,0,0,3.37E-04,0,0,0,0,0,0,3.37E-04,0.123461095,0.021076716
555577555,Okavango Delta,1.2855,1.6172,0.3318,1427.286019,0.101555953,0.09031349,0.059578975,0.280790866,0.24348275,0.189591513,0.182220677,0.064676415,0.080718627,0.01380283,0.010803277,0.035557961,1.353093334,0.419242778,0.094801835
555577556,Stevns Klint,0.0000,0.0000,0.0000,0.002956834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555577557,Great Himalayan National Park Conservation Area,6.3299,6.8489,0.5194,38.493117,0.025661729,0.012822858,0.006358785,0.014675346,0.004035745,0.018098138,0.002200894,0.017350231,4.88E-04,0.003913546,0,0.010862721,0.116467696,0.036624539,0.30256759
555577558,Mount Hamiguitan Range Wildlife Sanctuary,10.3710,10.8026,0.4359,136.9658996,0.102455788,0.187014611,0.12278583,0.226391674,0.082568085,0.118676459,0.09024154,0.04988935,0.179213326,0.109581218,0.123794697,0.399903006,1.792515583,1.577408436,1.308731289
555577559,Trang An Landscape Complex,15.7085,14.3520,-1.4921,21.10718611,0.008603648,0,0.016802929,0.036830764,0,0.003629028,0.008871616,0.023520059,0.042470136,0,0.014918016,0.004031648,0.159677842,0.147856414,0.756509378
555577560,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",5.8927,4.3946,-1.4998,3096.705533,0.01305972,0.035007174,0,0,0.008850395,0.011148094,0.062511155,0.047759922,0.025172778,0.012396677,0.013476518,0.446075758,0.675458191,1.525490382,0.021812154
